,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,item,condition,sentence,target,alternative,model correct (max),model correct (sample),target score,alternative score,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
54,54,54,54,HaskellMacDonald_27_SP,SP,Marcus will tell you whether the pitcher or the teapots,are,is,0,38.3752481720387,-2.5526933670043945,-2.079042434692384,0,32.70181743970962,-2.5275087356567383,-1.8058061599731443,0,18.127651119868453,-3.0974254608154297,-1.5897026062011719,0,30.869920924854988,-2.481895446777344,-1.6756877899169922,0,22.405660983853306,-2.699531555175781,-1.457350730895996,100,61.69928503563936,-2.6030635833740234,-3.0798673629760738,0,32.70181743970962,-2.5275087356567383,-1.8058061599731443,0,18.127651119868453,-3.0974254608154297,-1.589702606201172,0,30.869920924854988,-2.481895446777344,-1.6756877899169922,0,22.405660983853306,-2.699531555175781,-1.4573507308959959,100,61.699285035639356,-2.6030635833740234,-3.0798673629760738,-83.8704,-87.5544,100,97.54933778808936,-87.8228,-90.7024,100,94.68287295662203,-86.5798,-89.4867,100,94.81864764283235,-83.9072,-88.0108,100,98.37551324318065,-84.4808,-85.0072,100,62.86430784567012
55,55,55,55,HaskellMacDonald_27_PS,PS,Marcus will tell you whether the pitchers or the teapot,are,is,100,94.45904002469109,-1.6395711898803709,-4.475569725036621,100,96.9109803812582,-1.5027503967285156,-4.9486894607543945,100,81.3806259183324,-2.1439142227172847,-3.61884880065918,100,96.42101489635893,-1.4843397140502932,-4.777984619140625,100,93.4458330630428,-2.0014123916625977,-4.658693313598633,100,84.41598801462915,-2.313488006591797,-4.0029993057250985,100,96.9109803812582,-1.5027503967285156,-4.9486894607543945,100,81.3806259183324,-2.1439142227172847,-3.61884880065918,100,96.42101489635891,-1.4843397140502932,-4.777984619140625,100,93.4458330630428,-2.0014123916625977,-4.658693313598633,100,84.41598801462915,-2.313488006591797,-4.0029993057250985,-90.6545,-88.6617,0,11.996095087959228,-88.1046,-86.698,0,19.67708795369281,-87.136,-88.7638,100,83.58680378996405,-89.1744,-85.4363,0,2.32460398465634,-85.9418,-85.5983,0,41.49595365360502
56,56,56,56,HaskellMacDonald_28_SP,SP,Do you remember if the martini or the beers,are,is,100,99.21284786300308,-1.1314125061035156,-5.9680137634277335,100,97.24725245974022,-1.518693923950195,-5.083351135253906,100,87.26522784481766,-1.9934806823730469,-3.9180965423583984,100,97.70096524003769,-1.434988021850586,-5.184410095214844,100,93.19762684792157,-1.4207639694213867,-4.038214683532715,100,97.5874478475702,-0.9642829895019532,-4.664346694946289,100,97.24725245974022,-1.518693923950195,-5.083351135253906,100,87.26522784481766,-1.9934806823730469,-3.9180965423583984,100,97.70096524003769,-1.434988021850586,-5.184410095214844,100,93.19762684792157,-1.4207639694213867,-4.038214683532715,100,97.5874478475702,-0.9642829895019532,-4.664346694946289,-63.2181,-64.4395,100,77.2309829576265,-66.4028,-66.9543,100,63.44835324034156,-65.316,-65.1129,0,44.939882044494496,-64.6101,-62.5901,0,11.711899087578027,-68.0922,-68.856,100,68.21781857589689
57,57,57,57,HaskellMacDonald_28_PS,PS,Do you remember if the martinis or the beer,are,is,0,23.378407595105987,-2.811788558959961,-1.6247224807739258,0,9.820509437707155,-3.5445528030395512,-1.327223777770996,0,7.813461193496371,-3.819990158081055,-1.3520240783691406,0,30.582061288291392,-2.4535789489746094,-1.6338472366333008,0,6.770056325317474,-3.741360664367676,-1.1188011169433594,0,28.30452060646323,-2.1102132797241206,-1.180807113647461,0,9.820509437707155,-3.5445528030395512,-1.3272237777709959,0,7.813461193496371,-3.819990158081055,-1.3520240783691406,0,30.582061288291392,-2.4535789489746094,-1.6338472366333008,0,6.770056325317474,-3.7413606643676762,-1.1188011169433594,0,28.30452060646323,-2.1102132797241206,-1.180807113647461,-60.6682,-59.5627,0,24.871077916728186,-65.1506,-65.8508,100,66.82321132511511,-63.0425,-63.3833,100,58.43848394020371,-62.2659,-59.8301,0,8.04831887277876,-64.0732,-65.6331,100,82.63390031637941
58,58,58,58,HaskellMacDonald_29_SP,SP,Ask the boss if the crate or the boxes,are,is,100,93.45348628521212,-1.111398696899414,-3.7699298858642583,100,82.49619632194248,-1.573533058166504,-3.1238670349121094,100,73.81674744015713,-1.3449716567993164,-2.3814373016357417,100,84.59630677358886,-1.5404033660888672,-3.24368667602539,100,81.35876670813565,-1.218470573425293,-2.691963195800781,100,88.93427785056556,-1.3342342376708984,-3.4182796478271484,100,82.49619632194248,-1.5735330581665041,-3.1238670349121094,100,73.81674744015713,-1.3449716567993164,-2.3814373016357417,100,84.59630677358886,-1.5404033660888672,-3.24368667602539,100,81.35876670813565,-1.218470573425293,-2.691963195800781,100,88.93427785056556,-1.3342342376708984,-3.4182796478271484,-66.5687,-65.467,0,24.942150114425335,-71.2891,-73.9915,100,93.71681140022152,-72.315,-74.8973,100,92.9713713817186,-68.834,-68.4387,0,40.244208732587516,-66.7914,-66.3172,0,38.362264290721896
59,59,59,59,HaskellMacDonald_29_PS,PS,Ask the boss if the crates or the box,are,is,100,81.56251939179512,-1.6333551406860352,-3.1203393936157227,100,68.01730420559036,-2.1525754928588867,-2.9071426391601562,100,57.33390063517192,-2.3631420135498047,-2.6586294174194336,100,75.18462462689179,-1.847243309020996,-2.9557266235351562,100,70.1970517659625,-1.3155221939086914,-2.1722211837768555,100,80.29424245284594,-1.3787727355957031,-2.783559799194336,100,68.01730420559036,-2.1525754928588867,-2.907142639160156,100,57.33390063517192,-2.3631420135498047,-2.6586294174194336,100,75.18462462689179,-1.8472433090209959,-2.955726623535156,100,70.1970517659625,-1.3155221939086914,-2.1722211837768555,100,80.29424245284594,-1.3787727355957031,-2.783559799194336,-70.749,-75.6521,100,99.26311683678713,-72.7712,-76.7242,100,98.11645601652428,-76.0672,-76.7988,100,67.51562833204706,-72.113,-75.6753,100,97.24093523994087,-72.4144,-73.2413,100,69.56990524175599
60,60,60,60,HaskellMacDonald_30_SP,SP,I'm confused about whether the statue or the vases,were,was,100,65.40007792218965,-1.8430128097534184,-2.479684829711914,100,74.15232404497044,-1.4977464675903318,-2.551647186279297,100,76.29022311613905,-1.569684982299805,-2.73834228515625,100,61.2757373606921,-2.0432558059692383,-2.50217342376709,100,70.80298522950909,-1.4986410140991209,-2.3844757080078125,100,82.87545459334503,-1.8661508560180664,-3.442976951599121,100,74.15232404497044,-1.4977464675903318,-2.551647186279297,100,76.29022311613905,-1.569684982299805,-2.73834228515625,100,61.2757373606921,-2.0432558059692383,-2.50217342376709,100,70.80298522950909,-1.4986410140991209,-2.3844757080078125,100,82.87545459334503,-1.8661508560180664,-3.442976951599121,-69.2778,-71.8262,100,92.74659516523724,-71.662,-74.5549,100,94.74943404968124,-73.2979,-75.5004,100,90.0473787169913,-71.8806,-74.4807,100,93.08680152092757,-72.1343,-73.96,100,86.12486771827027
61,61,61,61,HaskellMacDonald_30_PS,PS,I'm confused about whether the statues or the vase,were,was,100,94.12431201887216,-1.2661666870117188,-4.039959907531738,100,92.42071793976507,-1.4562044143676758,-3.957137107849121,100,92.28163882216623,-1.96394157409668,-4.445184707641602,100,91.34573877539252,-1.8435745239257808,-4.200174331665038,100,95.5176397310617,-1.5251216888427734,-4.584282875061035,100,96.74324675126705,-1.215433120727539,-4.606762886047363,100,92.42071793976507,-1.4562044143676758,-3.957137107849121,100,92.28163882216623,-1.96394157409668,-4.445184707641602,100,91.34573877539252,-1.8435745239257808,-4.200174331665038,100,95.5176397310617,-1.5251216888427734,-4.584282875061035,100,96.74324675126705,-1.215433120727539,-4.606762886047363,-71.6085,-71.6121,100,50.08999990280019,-74.1753,-73.5862,0,35.68413827312379,-74.003,-74.1858,100,54.5573165155102,-76.1046,-75.3813,0,32.66667147776832,-73.3701,-73.2292,0,46.48331608065401
62,62,62,62,HaskellMacDonald_31_SP,SP,Do you think the light or the signs,are,is,100,93.82316539082329,-2.1876258850097656,-4.908231735229492,100,80.31347460169673,-2.2984323501586914,-3.7044353485107417,100,59.37627187641185,-3.057978630065918,-3.4375209808349614,100,94.71983811782087,-2.38166618347168,-5.268632888793945,100,91.08048169891924,-1.9766178131103518,-4.300119400024413,100,95.78747686669772,-1.8957910537719729,-5.019861221313477,100,80.31347460169673,-2.2984323501586914,-3.7044353485107417,100,59.37627187641185,-3.057978630065918,-3.4375209808349614,100,94.71983811782087,-2.38166618347168,-5.268632888793945,100,91.08048169891924,-1.976617813110352,-4.300119400024413,100,95.78747686669773,-1.8957910537719729,-5.019861221313477,-66.0433,-66.3305,100,57.13105088058976,-69.109,-67.6815,0,19.34885120828342,-63.8935,-71.1722,100,99.93103937973484,-72.7967,-73.3404,100,63.26727114844336,-69.0342,-71.629,100,93.05261657685617
63,63,63,63,HaskellMacDonald_31_PS,PS,Do you think the lights or the sign,are,is,100,75.1835392360089,-2.729822158813477,-3.8382472991943364,100,77.78550445946092,-2.6983442306518555,-3.951554298400879,100,64.35367149655463,-2.5662097930908203,-3.156957626342773,100,66.40054146190498,-2.999741554260254,-3.680936813354492,0,37.31565732574671,-3.052942276000977,-2.534243583679199,100,78.68815461373259,-1.7821969985961914,-3.0884265899658203,100,77.78550445946092,-2.6983442306518555,-3.951554298400879,100,64.35367149655463,-2.5662097930908203,-3.156957626342773,100,66.40054146190498,-2.999741554260254,-3.6809368133544917,0,37.31565732574671,-3.052942276000977,-2.534243583679199,100,78.68815461373259,-1.7821969985961914,-3.0884265899658203,-69.2262,-67.0142,0,9.867804896422642,-71.7943,-69.3177,0,7.751497494426307,-73.0196,-67.7762,0,0.5254510836523338,-76.3752,-75.6243,0,32.06252269624893,-72.9142,-71.0039,0,12.894715245988023
64,64,64,64,HaskellMacDonald_32_SP,SP,Find out whether the shovel or the rakes,are,is,0,39.658724964694635,-2.384622573852539,-1.9649171829223635,100,54.03722652356996,-2.497242927551269,-2.65908432006836,0,31.358889291108408,-2.758007049560547,-1.9746131896972656,0,14.883463137291287,-3.20426082611084,-1.4604902267456057,0,36.05640186963062,-2.0724916458129883,-1.4995746612548828,100,62.08189692313665,-1.7842903137207031,-2.277316093444824,100,54.037226523569956,-2.497242927551269,-2.65908432006836,0,31.358889291108408,-2.758007049560547,-1.9746131896972656,0,14.883463137291287,-3.20426082611084,-1.4604902267456057,0,36.05640186963062,-2.0724916458129883,-1.4995746612548828,100,62.08189692313665,-1.7842903137207031,-2.277316093444824,-50.846,-54.707,100,97.93869006534939,-58.2113,-61.2865,100,95.58580988897799,-61.2143,-63.3935,100,89.83660517862846,-57.1822,-57.5002,100,57.88367596452495,-55.9206,-57.7286,100,85.91199824064249
65,65,65,65,HaskellMacDonald_32_PS,PS,Find out whether the shovels or the rake,are,is,100,89.9289150329646,-1.960853576660156,-4.150204658508302,100,81.12082152290769,-1.9423742294311523,-3.400254249572754,100,68.48682288055714,-2.464016914367676,-3.2402524948120117,100,85.61088544087005,-2.1826696395874023,-3.966010093688965,100,86.00333534887598,-1.9280643463134768,-3.743631362915039,100,87.8048475567236,-1.6596288681030271,-3.6337070465087886,100,81.12082152290769,-1.9423742294311523,-3.400254249572754,100,68.48682288055714,-2.464016914367676,-3.240252494812012,100,85.61088544087005,-2.1826696395874023,-3.966010093688965,100,86.00333534887598,-1.9280643463134768,-3.7436313629150386,100,87.8048475567236,-1.6596288681030271,-3.6337070465087886,-65.2964,-63.1295,0,10.27625090353886,-70.3997,-74.2889,100,97.99485775101745,-72.7976,-74.5348,100,85.03310641056203,-71.3008,-70.7537,0,36.653749250774936,-71.2997,-70.7657,0,36.958443572831726
66,66,66,66,HaskellMacDonald_33_SP,SP,Did you think the orange or the apples,were,was,100,98.4912059543467,-3.1274490356445312,-7.306105613708496,100,98.43557194136999,-2.765187263488769,-6.907069206237793,100,84.33866189571715,-4.132399559020996,-5.816044807434082,100,97.9528376542658,-3.1328744888305664,-7.000905990600586,100,88.57721389595667,-2.9013595581054688,-4.949624061584473,100,95.82916918373749,-2.77716064453125,-5.911612510681152,100,98.43557194136999,-2.765187263488769,-6.907069206237793,100,84.33866189571715,-4.132399559020996,-5.816044807434082,100,97.9528376542658,-3.1328744888305664,-7.000905990600586,100,88.57721389595667,-2.9013595581054688,-4.949624061584473,100,95.82916918373749,-2.77716064453125,-5.911612510681152,-77.1278,-75.2304,0,13.040302614689228,-71.2562,-70.9478,0,42.3505328684179,-79.874,-78.572,0,21.382861265687396,-78.3664,-77.6541,0,32.90908235954072,-75.6799,-78.9515,100,96.34415685921213
67,67,67,67,HaskellMacDonald_33_PS,PS,Did you think the oranges or the apple,were,was,100,76.47583279014862,-3.5251054763793945,-4.704051971435547,100,93.35853106734005,-2.7564897537231445,-5.399603843688965,100,77.02292580637044,-4.322222709655762,-5.531828880310059,100,91.64446108356572,-3.852838516235352,-6.247830390930176,100,84.63356414844897,-2.816514015197754,-4.5226593017578125,100,83.80229634263829,-3.2482166290283203,-4.891807556152344,100,93.35853106734005,-2.7564897537231445,-5.399603843688965,100,77.02292580637044,-4.322222709655762,-5.531828880310059,100,91.64446108356573,-3.852838516235352,-6.247830390930176,100,84.63356414844897,-2.816514015197754,-4.5226593017578125,100,83.80229634263829,-3.2482166290283203,-4.891807556152344,-66.877,-61.8282,0,0.6376113555687661,-60.9575,-59.6768,0,21.743109164924356,-65.6516,-64.8226,0,30.38565564264427,-65.6469,-63.6185,0,11.625320259931964,-62.1523,-62.7574,100,64.68222372164428
68,68,68,68,HaskellMacDonald_34_SP,SP,Can you find out if the jar or the bottles,are,is,100,89.33851867028706,-1.3135623931884766,-3.43935775756836,100,87.32186277224405,-1.362344741821289,-3.29206657409668,100,52.575167302107204,-1.6411781311035156,-1.7442760467529297,100,84.10019266669971,-1.2765588760375977,-2.9422607421875,100,82.3664544133523,-1.6124897003173828,-3.153864860534668,100,92.20924585722229,-1.2509307861328125,-3.7220535278320312,100,87.32186277224405,-1.362344741821289,-3.29206657409668,100,52.575167302107204,-1.6411781311035156,-1.7442760467529297,100,84.10019266669971,-1.2765588760375977,-2.9422607421875,100,82.3664544133523,-1.6124897003173828,-3.153864860534668,100,92.20924585722227,-1.2509307861328125,-3.7220535278320312,-68.0559,-65.8336,0,9.776573904510597,-70.2601,-69.6725,0,35.71857150233337,-67.9797,-67.9173,0,48.44050599178013,-73.5214,-70.0557,0,3.030408531585472,-71.3732,-72.6097,100,77.49542010834608
69,69,69,69,HaskellMacDonald_34_PS,PS,Can you find out if the jars or the bottle,are,is,100,83.65548196851017,-1.8077869415283203,-3.440601348876953,100,72.65499198102809,-1.9283761978149407,-2.905564308166504,100,83.09758123355455,-1.3737716674804688,-2.9663305282592773,100,72.49992092777295,-1.6545047760009766,-2.6239013671875,100,67.71467723815626,-1.8216218948364256,-2.562312126159668,100,92.42977816359264,-1.0289201736450195,-3.531147003173828,100,72.65499198102809,-1.9283761978149412,-2.905564308166504,100,83.09758123355455,-1.3737716674804688,-2.9663305282592773,100,72.49992092777295,-1.6545047760009766,-2.6239013671875,100,67.71467723815626,-1.8216218948364256,-2.562312126159668,100,92.42977816359263,-1.0289201736450195,-3.531147003173828,-67.335,-71.936,100,99.00580460698117,-70.1112,-70.9946,100,70.75262888521365,-66.21,-68.9455,100,93.90892016887223,-68.0936,-73.0178,100,99.27839116326433,-71.8113,-70.3556,0,18.912588018099893
70,70,70,70,HaskellMacDonald_35_SP,SP,Do you know whether the watch or the cameras,were,was,100,98.834764282159,-2.332080841064453,-6.77260684967041,100,96.04473657311537,-2.1585798263549805,-5.348346710205078,100,77.53426177965238,-3.575590133666992,-4.814318656921387,100,87.32246456169611,-2.6928024291992188,-4.6225786209106445,100,94.83507036684836,-2.3490238189697266,-5.259271621704102,100,93.79496280772146,-2.32415771484375,-5.039907455444336,100,96.04473657311537,-2.1585798263549805,-5.348346710205078,100,77.53426177965238,-3.5755901336669917,-4.814318656921387,100,87.32246456169611,-2.6928024291992188,-4.6225786209106445,100,94.83507036684836,-2.3490238189697266,-5.259271621704102,100,93.79496280772146,-2.32415771484375,-5.039907455444336,-62.7925,-66.9748,100,98.49661063201115,-71.2325,-75.0701,100,97.89091594494735,-66.5521,-69.2311,100,93.57760505444523,-70.3225,-69.8672,0,38.81013849971111,-71.1256,-74.5835,100,96.94658641987792
71,71,71,71,HaskellMacDonald_35_PS,PS,Do you know whether the watches or the camera,were,was,100,76.57659969567658,-3.261195182800293,-4.445751190185547,100,84.20356969047849,-3.016415596008301,-4.689868927001953,100,87.61498496291462,-3.762478828430176,-5.718943595886231,100,84.75751446700394,-2.82925796508789,-4.544965744018555,100,91.99994746259158,-2.1573705673217773,-4.599710464477539,100,84.23455971965056,-2.4273414611816406,-4.103126525878906,100,84.20356969047849,-3.0164155960083012,-4.689868927001953,100,87.61498496291462,-3.7624788284301762,-5.718943595886231,100,84.75751446700394,-2.82925796508789,-4.544965744018555,100,91.99994746259158,-2.1573705673217773,-4.599710464477539,100,84.23455971965056,-2.4273414611816406,-4.103126525878906,-61.6678,-63.159,100,81.62583176995959,-63.8858,-64.8681,100,72.75643481536605,-62.7018,-61.4182,0,21.69380470651912,-58.6075,-60.1406,100,82.24594285374782,-63.0547,-64.3527,100,78.54981938976455
72,72,72,72,HaskellMacDonald_36_SP,SP,The board wants to know if the dolphin or the sharks,were,was,100,98.25686749150556,-3.3543291091918945,-7.38623046875,100,94.743417198179,-3.1705808639526367,-6.062272071838379,100,91.77503746104,-3.5645675659179688,-5.976734161376952,100,98.29012801322891,-3.6338481903076167,-7.6853532791137695,100,91.41813979863085,-3.9760055541992174,-6.341798782348633,100,88.39286639393688,-4.0630407333374015,-6.093212127685548,100,94.743417198179,-3.1705808639526367,-6.062272071838379,100,91.77503746104,-3.5645675659179688,-5.976734161376952,100,98.29012801322891,-3.6338481903076167,-7.6853532791137695,100,91.41813979863085,-3.9760055541992183,-6.341798782348633,100,88.39286639393688,-4.0630407333374015,-6.093212127685548,-78.9801,-79.7051,100,67.37070994545195,-82.2041,-82.9989,100,68.88610532956876,-88.5855,-89.6442,100,74.24420352443414,-88.8762,-88.6396,0,44.11243966232458,-79.8178,-82.7251,100,94.82061244586063
73,73,73,73,HaskellMacDonald_36_PS,PS,The board wants to know if the dolphins or the shark,were,was,100,98.13281390028322,-3.662364006042482,-7.624253273010254,100,96.73334667478248,-3.1521663665771484,-6.540358543395996,100,94.00083422649574,-3.654984474182129,-6.406667709350586,100,97.93615304562564,-3.5643367767333984,-7.424080848693848,100,93.6794158819055,-3.9578628540039062,-6.653929710388184,100,85.86622283702582,-3.8061294555664062,-5.610352516174316,100,96.73334667478248,-3.1521663665771484,-6.540358543395996,100,94.00083422649574,-3.654984474182129,-6.406667709350586,100,97.93615304562564,-3.5643367767333984,-7.424080848693848,100,93.6794158819055,-3.957862854003906,-6.653929710388184,100,85.86622283702582,-3.8061294555664062,-5.610352516174316,-79.1989,-76.0351,0,4.055095020662644,-82.0545,-83.2058,100,75.97482871446559,-88.8258,-89.0731,100,56.1511827683152,-86.7,-84.0438,0,6.560790256778034,-83.5456,-83.4484,0,47.5719113817775
74,74,74,74,HaskellMacDonald_37_SP,SP,Vivian must know whether the bookstore or the galleries,were,was,100,97.73862134752962,-2.840885162353516,-6.607207298278809,100,94.90883575350159,-1.9279918670654297,-4.853402137756348,100,94.99968268075978,-2.7391786575317383,-5.683550834655763,100,64.03855223099751,-3.322473526000977,-3.8995113372802734,100,88.15957911276192,-2.3586483001708984,-4.366277694702148,100,96.90368916615265,-2.6392192840576167,-6.082725524902344,100,94.90883575350159,-1.9279918670654297,-4.853402137756348,100,94.99968268075978,-2.7391786575317383,-5.683550834655763,100,64.03855223099751,-3.322473526000977,-3.8995113372802734,100,88.15957911276192,-2.3586483001708984,-4.3662776947021475,100,96.90368916615265,-2.6392192840576167,-6.082725524902344,-69.2782,-73.0168,100,97.67653102783336,-70.9118,-75.021,100,98.38443838562328,-69.5683,-71.5954,100,88.36131708429824,-71.8316,-70.4289,0,19.738801176328007,-68.6053,-71.2905,100,93.61476605831731
75,75,75,75,HaskellMacDonald_37_PS,PS,Vivian must know whether the bookstores or the gallery,were,was,100,85.68232956083615,-3.1486892700195312,-4.937841415405273,100,75.63004411678997,-2.5864410400390625,-3.718943595886232,100,88.09725936065287,-3.4209136962890625,-5.422586441040039,100,91.42063843509438,-3.02972412109375,-5.395835876464844,100,93.16351510797935,-2.6670970916748047,-5.279179573059082,100,89.20516117884777,-2.542320251464844,-4.654191017150879,100,75.63004411678997,-2.5864410400390625,-3.7189435958862314,100,88.09725936065287,-3.4209136962890625,-5.422586441040039,100,91.42063843509438,-3.02972412109375,-5.395835876464844,100,93.16351510797935,-2.6670970916748047,-5.279179573059082,100,89.20516117884777,-2.542320251464844,-4.654191017150879,-75.617,-75.9305,100,57.77393407268765,-73.7886,-72.9537,0,30.26099889058939,-73.8907,-75.1995,100,78.73122831750707,-73.8418,-76.6212,100,94.15524343353677,-74.0927,-75.8405,100,85.16751027634785
76,76,76,76,HaskellMacDonald_38_SP,SP,Can you tell me whether the racket or the balls,were,was,100,91.23837240205471,-2.434682846069336,-4.777776718139648,100,80.71529558698893,-3.2763166427612305,-4.707932472229004,100,90.97336120279957,-3.1835012435913086,-5.493887901306152,0,49.68476713151091,-3.61772346496582,-3.605113983154297,100,98.56470312395884,-2.5986204147338867,-6.8279619216918945,100,95.28194014205887,-2.5931472778320312,-5.598589897155762,100,80.71529558698893,-3.2763166427612305,-4.707932472229004,100,90.97336120279957,-3.1835012435913086,-5.493887901306152,0,49.68476713151091,-3.61772346496582,-3.605113983154297,100,98.56470312395884,-2.5986204147338867,-6.827961921691895,100,95.28194014205887,-2.5931472778320312,-5.598589897155762,-63.1392,-64.0515,100,71.34705832262756,-68.307,-68.8129,100,62.38448480348479,-67.9172,-67.7035,0,44.67773921336258,-66.194,-63.2584,0,5.042152540041828,-67.6933,-68.1534,100,61.30378986508186
77,77,77,77,HaskellMacDonald_38_PS,PS,Can you tell me whether the rackets or the ball,were,was,100,93.6057801441832,-2.2900915145874023,-4.9737892150878915,100,68.03028981027782,-3.0318918228149414,-3.7870559692382812,100,80.6377924245648,-3.5999107360839844,-5.026555061340332,100,89.22163442572572,-2.638568878173828,-4.7521514892578125,100,92.08719925385628,-2.034640312194824,-4.488894462585449,100,59.89755514196219,-3.26934814453125,-3.670546531677246,100,68.03028981027782,-3.0318918228149414,-3.787055969238281,100,80.6377924245648,-3.5999107360839844,-5.026555061340332,100,89.22163442572572,-2.638568878173828,-4.7521514892578125,100,92.08719925385628,-2.0346403121948238,-4.488894462585449,100,59.89755514196219,-3.26934814453125,-3.670546531677246,-61.8894,-63.2998,100,80.38290264690085,-64.0232,-64.1594,100,53.39974605872699,-60.6376,-61.4679,100,69.64183595094006,-58.7663,-61.6707,100,94.80635165140627,-62.0045,-63.3753,100,79.75093748551139
78,78,78,78,HaskellMacDonald_39_SP,SP,Tell me whether the outlet or the switches,are,is,100,89.72398356748033,-1.5896825790405271,-3.756608009338379,100,85.12004013461555,-2.072223663330078,-3.8162708282470703,100,81.40917787358238,-2.1329879760742188,-3.609807968139648,100,82.31338290751698,-2.356584548950196,-3.8943099975585938,100,86.21573985662752,-2.0273761749267583,-3.860701560974121,100,93.66869545673867,-2.392828941345215,-5.0870866775512695,100,85.12004013461555,-2.072223663330078,-3.8162708282470703,100,81.40917787358238,-2.1329879760742188,-3.609807968139648,100,82.31338290751698,-2.3565845489501958,-3.8943099975585938,100,86.21573985662752,-2.0273761749267583,-3.860701560974121,100,93.66869545673867,-2.392828941345215,-5.0870866775512695,-68.0962,-71.4324,100,96.56500188721047,-70.8696,-72.2053,100,79.17819186193601,-69.9266,-72.488,100,92.83356536027819,-73.4106,-72.2155,0,23.234804595783693,-70.6372,-74.1298,100,97.04764819033707
79,79,79,79,HaskellMacDonald_39_PS,PS,Tell me whether the outlets or the switch,are,is,100,86.12656337178724,-1.8064689636230469,-3.6323108673095694,100,81.57344505093816,-2.4607229232788086,-3.9484338760375977,100,76.10275671615071,-2.185043334960937,-3.343364715576172,100,75.38798874815114,-2.7133169174194336,-3.8327302932739262,100,71.20777440159249,-2.6059885025024414,-3.5114850997924805,100,73.90580627930342,-2.5600662231445312,-3.6011447906494136,100,81.57344505093816,-2.4607229232788086,-3.9484338760375977,100,76.10275671615071,-2.185043334960937,-3.343364715576172,100,75.38798874815114,-2.7133169174194336,-3.8327302932739262,100,71.20777440159249,-2.6059885025024414,-3.5114850997924805,100,73.90580627930342,-2.5600662231445312,-3.6011447906494136,-69.79,-73.9997,100,98.53664966501645,-71.3405,-72.1387,100,68.95893120677448,-67.4707,-68.5348,100,74.34732806868591,-70.1162,-72.1821,100,88.75443928944959,-69.0031,-71.0025,100,88.07340674319947
